 0.00000000e+00  1.05634761e+00 
 1.00000000e-10  1.05634764e+00 
 2.00000000e-10  1.05634820e+00 
 4.00000000e-10  1.05634934e+00 
 8.00000000e-10  1.05635160e+00 
 1.60000000e-09  1.05635613e+00 
 3.20000000e-09  1.05636519e+00 
 6.40000000e-09  1.05638330e+00 
 1.28000000e-08  1.05641953e+00 
 2.28000000e-08  1.05647613e+00 
 3.28000000e-08  1.05653274e+00 
 4.28000000e-08  1.05658935e+00 
 5.28000000e-08  1.05664595e+00 
 6.28000000e-08  1.05670256e+00 
 7.28000000e-08  1.05675917e+00 
 8.28000000e-08  1.05681577e+00 
 9.28000000e-08  1.05687238e+00 
 1.02800000e-07  1.05692898e+00 
 1.12800000e-07  1.05698559e+00 
 1.22800000e-07  1.05704219e+00 
 1.32800000e-07  1.05709880e+00 
 1.42800000e-07  1.05715540e+00 
 1.52800000e-07  1.05721201e+00 
 1.62800000e-07  1.05726861e+00 
 1.72800000e-07  1.05732522e+00 
 1.82800000e-07  1.05738182e+00 
 1.92800000e-07  1.05743842e+00 
 2.02800000e-07  1.05749502e+00 
 2.12800000e-07  1.05755163e+00 
 2.22800000e-07  1.05760823e+00 
 2.32800000e-07  1.05766483e+00 
 2.42800000e-07  1.05772143e+00 
 2.52800000e-07  1.05777803e+00 
 2.62800000e-07  1.05783463e+00 
 2.72800000e-07  1.05789123e+00 
 2.82800000e-07  1.05794782e+00 
 2.92800000e-07  1.05800442e+00 
 3.02800000e-07  1.05806102e+00 
 3.12800000e-07  1.05811761e+00 
 3.22800000e-07  1.05817421e+00 
 3.32800000e-07  1.05823080e+00 
 3.42800000e-07  1.05828740e+00 
 3.52800000e-07  1.05834399e+00 
 3.62800000e-07  1.05840058e+00 
 3.72800000e-07  1.05845717e+00 
 3.82800000e-07  1.05851376e+00 
 3.92800000e-07  1.05857035e+00 
 4.02800000e-07  1.05862694e+00 
 4.12800000e-07  1.05868353e+00 
 4.22800000e-07  1.05874012e+00 
 4.32800000e-07  1.05879670e+00 
 4.42800000e-07  1.05885329e+00 
 4.52800000e-07  1.05890987e+00 
 4.62800000e-07  1.05896645e+00 
 4.72800000e-07  1.05902304e+00 
 4.82800000e-07  1.05907962e+00 
 4.92800000e-07  1.05913620e+00 
 5.02800000e-07  1.05919278e+00 
 5.12800000e-07  1.05924935e+00 
 5.22800000e-07  1.05930593e+00 
 5.32800000e-07  1.05936251e+00 
 5.42800000e-07  1.05941908e+00 
 5.52800000e-07  1.05947565e+00 
 5.62800000e-07  1.05953222e+00 
 5.72800000e-07  1.05958879e+00 
 5.82800000e-07  1.05964536e+00 
 5.92800000e-07  1.05970193e+00 
 6.02800000e-07  1.05975850e+00 
 6.12800000e-07  1.05981506e+00 
 6.22800000e-07  1.05987163e+00 
